n,mu_Thermo,mu_Ham,mu_Ham_Exact,n_TF,mu_TF
216.0,1.6817515948787332,131.95417995116077,21.000000024214387,65.05005005005006,11.406128541225996
217.0,1.6817516018636525,131.95418049921864,21.00000004284084,65.34934934934935,11.432338645157818
218.0,1.6817516018636525,131.954180499215,20.999999945051968,65.64864864864866,11.458488796353885
219.0,1.6817515902221203,131.95417958579492,21.000000000931323,65.94794794794795,11.484579404347649
220.0,1.6817515925504267,131.95417976847966,21.000000005587935,66.24724724724726,11.510610874031162
221.0,1.681751604191959,131.95418068190338,20.999999986961484,66.54654654654655,11.536583605728488
222.0,1.6817516018636525,131.954180499215,21.00000001490116,66.84584584584586,11.562497995267371
223.0,1.6817515925504267,131.95417976847966,21.000000005587935,67.14514514514515,11.58835443404975
224.0,1.6817516018636525,131.95418049921864,20.999999986961484,67.44444444444446,11.614153309120692
225.0,1.6817516088485718,131.95418104726923,21.00000006146729,67.74374374374375,11.639895003235972
226.0,1.6817515925504267,131.95417976847966,20.999999959021807,68.04304304304304,11.66557989492834
227.0,1.6817515972070396,131.9541801338455,20.999999968335032,68.34234234234235,11.691208358572476
228.0,1.681751578580588,131.95417867237484,21.00000001490116,68.64164164164164,11.716780764448636
229.0,1.6817516088485718,131.95418104726923,20.999999959021807,68.94094094094095,11.742297478805023
230.0,1.681751599535346,131.9541803165339,21.00000012665987,69.24024024024024,11.767758863919203
231.0,1.6817516018636525,131.954180499215,20.999999893829226,69.53953953953955,11.79316527815791
232.0,1.7618349776603281,138.2377102506689,22.00000001117587,69.83883883883884,11.818517076035722
233.0,1.7618350265547633,138.23771408704124,22.000000029802322,70.13813813813815,11.843814608273235
234.0,1.7618349916301668,138.23771134677372,21.99999994598329,70.43743743743744,11.869058221853365
235.0,1.7618350242264569,138.2377139043565,22.00000012293458,70.73673673673675,11.894248260076955
236.0,1.7618349939584732,138.23771152945847,21.99999992735684,71.03603603603604,11.919385062617211
237.0,1.7618350102566183,138.23771280824803,21.999999918043613,71.33533533533534,11.944468965573181
238.0,1.7618350288830698,138.23771426972598,22.000000057742,71.63463463463464,11.969500301522201
239.0,1.7618350288830698,138.23771426972598,22.000000029802322,71.93393393393394,11.994479399571215
240.0,1.7618349962867796,138.2377117121432,22.000000057742,72.23323323323324,12.01940658540747
241.0,1.761835003271699,138.2377122601938,21.999999983236194,72.53253253253254,12.044282181347914
242.0,1.7618350056000054,138.23771244288218,21.99999988079071,72.83183183183183,12.069106506387842
243.0,1.7618350079283118,138.23771262556693,21.999999964609742,73.13113113113114,12.093879876248648
244.0,1.7618350079283118,138.2377126255633,22.000000094994903,73.43043043043043,12.11860260342465
245.0,1.7618349962867796,138.2377117121432,22.00000007636845,73.72972972972974,12.143274997229101
246.0,1.7618350172415376,138.23771335630227,22.000000020489097,74.02902902902903,12.167897363839334
247.0,1.7618350009433925,138.2377120775127,21.999999918043613,74.32832832832834,12.192470006341084
248.0,1.7618350125849247,138.23771299093278,21.999999890103936,74.62762762762763,12.216993224772025
249.0,1.7618349893018603,138.23771116409262,22.000000057742,74.92692692692694,12.241467316164522
250.0,1.7618350056000054,138.23771244287855,22.000000085681677,75.22622622622623,12.265892574587582
251.0,1.7618349939584732,138.23771152945847,22.000000029802322,75.52552552552554,12.290269291188103
252.0,1.7618350265547633,138.23771408704124,21.99999999254942,75.82482482482483,12.314597754231356
253.0,1.7618349846452475,138.23771079872313,21.999999787658453,76.12412412412414,12.338878249140741
254.0,1.8419184093363583,144.5212443865421,23.000000091269612,76.42342342342343,12.363111058536887
255.0,1.8419184535741806,144.5212478575486,23.000000091269612,76.72272272272274,12.387296462276003
256.0,1.8419184256345034,144.5212456653353,23.000000035390258,77.02202202202203,12.411434737487616
257.0,1.8419184093363583,144.52124438654573,23.00000000745058,77.32132132132134,12.435526158611578
258.0,1.841918423306197,144.52124548265056,22.999999849125743,77.62062062062063,12.45957099743452
259.0,1.8419184000231326,144.52124365580676,22.999999960884452,77.91991991991992,12.483569523125588
260.0,1.8419184372760355,144.52124657875902,23.000000091269612,78.21921921921923,12.50752200227162
261.0,1.8419184279628098,144.52124584802004,23.000000109896064,78.51851851851852,12.531428698911679
262.0,1.8419184209778905,144.5212452999658,23.00000000745058,78.81781781781783,12.55528987457103
263.0,1.841918402351439,144.5212438384915,22.999999905005097,79.11711711711712,12.579105788294507
264.0,1.8419184163212776,144.52124493459996,22.999999914318323,79.41641641641642,12.60287669667933
265.0,1.8419184116646647,144.52124456922684,23.00000000745058,79.71571571571572,12.62660285390736
266.0,1.8419184093363583,144.52124438654573,23.000000091269612,80.01501501501502,12.650284511776803
267.0,1.8419184163212776,144.52124493459996,23.000000081956387,80.31431431431432,12.673921919733392
268.0,1.8419184046797454,144.52124402117624,22.999999942258,80.61361361361362,12.697515324901055
269.0,1.8419184256345034,144.5212456653353,22.999999932944775,80.91291291291292,12.721064972112034
270.0,1.841918402351439,144.5212438384915,22.999999998137355,81.21221221221222,12.744571103936547
271.0,1.841918434947729,144.52124639607064,22.999999998137355,81.51151151151151,12.76803396071193
272.0,1.8419184256345034,144.5212456653353,23.000000100582838,81.81081081081082,12.791453780571302
273.0,1.8419184302911162,144.5212460307048,22.999999960884452,82.11011011011011,12.814830799471775
274.0,1.841918381396681,144.52124219433244,22.999999932944775,82.40940940940942,12.838165251222193
275.0,1.8419184512458742,144.52124767486384,23.000000063329935,82.70870870870871,12.861457367510402
